country,year,sex,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,population,age,suicides_no
Portugal,1990,female,15.93,Portugal1990,0.71,"78,72,16,07,509",8356,G.I. Generation,332685,75+ years,53
Portugal,1990,male,14.88,Portugal1990,0.71,"78,72,16,07,509",8356,Boomers,712455,25-34 years,106
Portugal,1990,male,12.88,Portugal1990,0.71,"78,72,16,07,509",8356,Silent,1171924,35-54 years,151
Portugal,1990,male,7.55,Portugal1990,0.71,"78,72,16,07,509",8356,Generation X,821204,15-24 years,62
Portugal,1990,female,6.52,Portugal1990,0.71,"78,72,16,07,509",8356,G.I. Generation,1042954,55-74 years,68
Portugal,1990,female,4.35,Portugal1990,0.71,"78,72,16,07,509",8356,Silent,1264949,35-54 years,55
Portugal,1990,female,3.69,Portugal1990,0.71,"78,72,16,07,509",8356,Boomers,732012,25-34 years,27
Portugal,1990,female,3.12,Portugal1990,0.71,"78,72,16,07,509",8356,Generation X,802513,15-24 years,25
Portugal,1990,male,0.66,Portugal1990,0.71,"78,72,16,07,509",8356,Generation X,753794,5-14 years,5
Portugal,1990,female,0,Portugal1990,0.71,"78,72,16,07,509",8356,Generation X,721051,5-14 years,0
Portugal,1991,male,71.42,Portugal1991,,"89,24,23,82,961",9483,G.I. Generation,200213,75+ years,143
Portugal,1991,male,25.36,Portugal1991,,"89,24,23,82,961",9483,Silent,883383,55-74 years,224
Portugal,1991,male,17.74,Portugal1991,,"89,24,23,82,961",9483,Boomers,710104,25-34 years,126
Portugal,1991,male,13.21,Portugal1991,,"89,24,23,82,961",9483,Boomers,1181062,35-54 years,156
Portugal,1991,female,10.65,Portugal1991,,"89,24,23,82,961",9483,G.I. Generation,337928,75+ years,36
Portugal,1991,female,8.13,Portugal1991,,"89,24,23,82,961",9483,Silent,1057252,55-74 years,86
Portugal,1991,male,7.04,Portugal1991,,"89,24,23,82,961",9483,Generation X,823743,15-24 years,58
Portugal,1991,female,4.95,Portugal1991,,"89,24,23,82,961",9483,Boomers,1272662,35-54 years,63
Portugal,1991,female,3.97,Portugal1991,,"89,24,23,82,961",9483,Boomers,729991,25-34 years,29
Portugal,1991,female,2.11,Portugal1991,,"89,24,23,82,961",9483,Generation X,804231,15-24 years,17
Portugal,1991,female,0.44,Portugal1991,,"89,24,23,82,961",9483,Millenials,689186,5-14 years,3
Portugal,1991,male,0.14,Portugal1991,,"89,24,23,82,961",9483,Millenials,720752,5-14 years,1
Portugal,1992,male,61.73,Portugal1992,,"1,07,60,26,89,041",11445,G.I. Generation,204104,75+ years,126
Portugal,1992,male,23.97,Portugal1992,,"1,07,60,26,89,041",11445,Silent,892967,55-74 years,214
Portugal,1992,male,13.02,Portugal1992,,"1,07,60,26,89,041",11445,Boomers,714020,25-34 years,93
Portugal,1992,male,12.2,Portugal1992,,"1,07,60,26,89,041",11445,Boomers,1188870,35-54 years,145
Portugal,1992,female,11.62,Portugal1992,,"1,07,60,26,89,041",11445,G.I. Generation,344289,75+ years,40
Portugal,1992,female,7.86,Portugal1992,,"1,07,60,26,89,041",11445,Silent,1069050,55-74 years,84
Portugal,1992,male,5.71,Portugal1992,,"1,07,60,26,89,041",11445,Generation X,823502,15-24 years,47
Portugal,1992,female,4.85,Portugal1992,,"1,07,60,26,89,041",11445,Boomers,1279526,35-54 years,62
Portugal,1992,female,4.5,Portugal1992,,"1,07,60,26,89,041",11445,Boomers,732876,25-34 years,33
Portugal,1992,female,2.12,Portugal1992,,"1,07,60,26,89,041",11445,Generation X,803379,15-24 years,17
Portugal,1992,male,0.72,Portugal1992,,"1,07,60,26,89,041",11445,Millenials,689877,5-14 years,5
Portugal,1992,female,0,Portugal1992,,"1,07,60,26,89,041",11445,Millenials,659097,5-14 years,0
Portugal,1993,male,47.88,Portugal1993,,"95,01,91,03,603",10098,G.I. Generation,206778,75+ years,99
Portugal,1993,male,25.67,Portugal1993,,"95,01,91,03,603",10098,Silent,903714,55-74 years,232
Portugal,1993,male,11.91,Portugal1993,,"95,01,91,03,603",10098,Boomers,1200800,35-54 years,143
Portugal,1993,male,10.29,Portugal1993,,"95,01,91,03,603",10098,Boomers,719282,25-34 years,74
Portugal,1993,female,9.74,Portugal1993,,"95,01,91,03,603",10098,G.I. Generation,349176,75+ years,34
Portugal,1993,female,6.28,Portugal1993,,"95,01,91,03,603",10098,Silent,1082362,55-74 years,68
Portugal,1993,male,4.39,Portugal1993,,"95,01,91,03,603",10098,Generation X,820793,15-24 years,36
Portugal,1993,female,3.95,Portugal1993,,"95,01,91,03,603",10098,Boomers,1290364,35-54 years,51
Portugal,1993,female,3.26,Portugal1993,,"95,01,91,03,603",10098,Boomers,736460,25-34 years,24
Portugal,1993,female,2,Portugal1993,,"95,01,91,03,603",10098,Generation X,800378,15-24 years,16
Portugal,1993,male,0.3,Portugal1993,,"95,01,91,03,603",10098,Millenials,665003,5-14 years,2
Portugal,1993,female,0.16,Portugal1993,,"95,01,91,03,603",10098,Millenials,634972,5-14 years,1
Portugal,1994,male,47.14,Portugal1994,,"99,69,84,53,261",10566,G.I. Generation,210020,75+ years,99
Portugal,1994,male,21.64,Portugal1994,,"99,69,84,53,261",10566,Silent,914769,55-74 years,198
Portugal,1994,male,13.09,Portugal1994,,"99,69,84,53,261",10566,Boomers,1215121,35-54 years,159
Portugal,1994,male,11.97,Portugal1994,,"99,69,84,53,261",10566,Boomers,726847,25-34 years,87
Portugal,1994,female,11.56,Portugal1994,,"99,69,84,53,261",10566,G.I. Generation,354798,75+ years,41
Portugal,1994,female,5.66,Portugal1994,,"99,69,84,53,261",10566,Silent,1095880,55-74 years,62
Portugal,1994,male,4.9,Portugal1994,,"99,69,84,53,261",10566,Generation X,816152,15-24 years,40
Portugal,1994,female,3.07,Portugal1994,,"99,69,84,53,261",10566,Boomers,1303044,35-54 years,40
Portugal,1994,female,2.29,Portugal1994,,"99,69,84,53,261",10566,Boomers,741575,25-34 years,17
Portugal,1994,female,1.88,Portugal1994,,"99,69,84,53,261",10566,Generation X,795915,15-24 years,15
Portugal,1994,male,0.62,Portugal1994,,"99,69,84,53,261",10566,Millenials,645578,5-14 years,4
Portugal,1994,female,0,Portugal1994,,"99,69,84,53,261",10566,Millenials,616310,5-14 years,0
Portugal,1995,male,48.36,Portugal1995,0.759,"1,18,13,36,34,072",12469,G.I. Generation,217126,75+ years,105
Portugal,1995,male,22.23,Portugal1995,0.759,"1,18,13,36,34,072",12469,Silent,922012,55-74 years,205
Portugal,1995,female,12.31,Portugal1995,0.759,"1,18,13,36,34,072",12469,G.I. Generation,365693,75+ years,45
Portugal,1995,male,11.59,Portugal1995,0.759,"1,18,13,36,34,072",12469,Boomers,1234099,35-54 years,143
Portugal,1995,male,10.76,Portugal1995,0.759,"1,18,13,36,34,072",12469,Generation X,734449,25-34 years,79
Portugal,1995,female,6.8,Portugal1995,0.759,"1,18,13,36,34,072",12469,Silent,1103607,55-74 years,75
Portugal,1995,male,5.92,Portugal1995,0.759,"1,18,13,36,34,072",12469,Generation X,810241,15-24 years,48
Portugal,1995,female,4.62,Portugal1995,0.759,"1,18,13,36,34,072",12469,Boomers,1319819,35-54 years,61
Portugal,1995,female,3.04,Portugal1995,0.759,"1,18,13,36,34,072",12469,Generation X,790668,15-24 years,24
Portugal,1995,female,2.81,Portugal1995,0.759,"1,18,13,36,34,072",12469,Generation X,746855,25-34 years,21
Portugal,1995,male,0.32,Portugal1995,0.759,"1,18,13,36,34,072",12469,Millenials,628984,5-14 years,2
Portugal,1995,female,0.17,Portugal1995,0.759,"1,18,13,36,34,072",12469,Millenials,600291,5-14 years,1
Portugal,1996,male,55.45,Portugal1996,,"1,22,62,98,12,841",12887,G.I. Generation,225418,75+ years,125
Portugal,1996,male,18.16,Portugal1996,,"1,22,62,98,12,841",12887,Silent,925062,55-74 years,168
Portugal,1996,female,10.32,Portugal1996,,"1,22,62,98,12,841",12887,G.I. Generation,377816,75+ years,39
Portugal,1996,male,8.91,Portugal1996,,"1,22,62,98,12,841",12887,Boomers,1257099,35-54 years,112
Portugal,1996,male,7,Portugal1996,,"1,22,62,98,12,841",12887,Generation X,742474,25-34 years,52
Portugal,1996,female,5.87,Portugal1996,,"1,22,62,98,12,841",12887,Silent,1106628,55-74 years,65
Portugal,1996,male,4.24,Portugal1996,,"1,22,62,98,12,841",12887,Generation X,802017,15-24 years,34
Portugal,1996,female,2.39,Portugal1996,,"1,22,62,98,12,841",12887,Boomers,1341116,35-54 years,32
Portugal,1996,female,1.73,Portugal1996,,"1,22,62,98,12,841",12887,Generation X,752776,25-34 years,13
Portugal,1996,female,1.53,Portugal1996,,"1,22,62,98,12,841",12887,Generation X,782814,15-24 years,12
Portugal,1996,female,0.17,Portugal1996,,"1,22,62,98,12,841",12887,Millenials,587063,5-14 years,1
Portugal,1996,male,0,Portugal1996,,"1,22,62,98,12,841",12887,Millenials,615677,5-14 years,0
Portugal,1997,male,44.57,Portugal1997,,"1,17,04,61,98,971",12237,G.I. Generation,233341,75+ years,104
Portugal,1997,male,18.09,Portugal1997,,"1,17,04,61,98,971",12237,Silent,928588,55-74 years,168
Portugal,1997,male,8.79,Portugal1997,,"1,17,04,61,98,971",12237,Generation X,750974,25-34 years,66
Portugal,1997,male,8.58,Portugal1997,,"1,17,04,61,98,971",12237,Boomers,1281488,35-54 years,110
Portugal,1997,female,6.68,Portugal1997,,"1,17,04,61,98,971",12237,G.I. Generation,389094,75+ years,26
Portugal,1997,female,5.04,Portugal1997,,"1,17,04,61,98,971",12237,Silent,1110808,55-74 years,56
Portugal,1997,male,4.29,Portugal1997,,"1,17,04,61,98,971",12237,Generation X,792256,15-24 years,34
Portugal,1997,female,2.93,Portugal1997,,"1,17,04,61,98,971",12237,Boomers,1364112,35-54 years,40
Portugal,1997,female,1.71,Portugal1997,,"1,17,04,61,98,971",12237,Generation X,759306,25-34 years,13
Portugal,1997,female,1.16,Portugal1997,,"1,17,04,61,98,971",12237,Generation X,772813,15-24 years,9
Portugal,1997,female,0.17,Portugal1997,,"1,17,04,61,98,971",12237,Millenials,576490,5-14 years,1
Portugal,1997,male,0.17,Portugal1997,,"1,17,04,61,98,971",12237,Millenials,605309,5-14 years,1
Portugal,1998,male,34.76,Portugal1998,,"1,23,98,17,36,420",12892,G.I. Generation,241639,75+ years,84
Portugal,1998,male,16.38,Portugal1998,,"1,23,98,17,36,420",12892,Silent,934335,55-74 years,153
Portugal,1998,female,8.47,Portugal1998,,"1,23,98,17,36,420",12892,G.I. Generation,401444,75+ years,34
Portugal,1998,male,7.97,Portugal1998,,"1,23,98,17,36,420",12892,Boomers,1305246,35-54 years,104
Portugal,1998,male,5.93,Portugal1998,,"1,23,98,17,36,420",12892,Generation X,758867,25-34 years,45
Portugal,1998,female,5.28,Portugal1998,,"1,23,98,17,36,420",12892,Silent,1116623,55-74 years,59
Portugal,1998,male,3.71,Portugal1998,,"1,23,98,17,36,420",12892,Generation X,781857,15-24 years,29
Portugal,1998,female,2.16,Portugal1998,,"1,23,98,17,36,420",12892,Boomers,1385950,35-54 years,30
Portugal,1998,female,1.44,Portugal1998,,"1,23,98,17,36,420",12892,Generation X,765333,25-34 years,11
Portugal,1998,female,0.79,Portugal1998,,"1,23,98,17,36,420",12892,Generation X,761601,15-24 years,6
Portugal,1998,male,0.17,Portugal1998,,"1,23,98,17,36,420",12892,Millenials,596248,5-14 years,1
Portugal,1998,female,0,Portugal1998,,"1,23,98,17,36,420",12892,Millenials,567967,5-14 years,0
Portugal,1999,male,38.37,Portugal1999,,"1,27,46,55,45,493",13180,G.I. Generation,250216,75+ years,96
Portugal,1999,male,14.98,Portugal1999,,"1,27,46,55,45,493",13180,Silent,941388,55-74 years,141
Portugal,1999,female,10.86,Portugal1999,,"1,27,46,55,45,493",13180,G.I. Generation,414314,75+ years,45
Portugal,1999,male,8.13,Portugal1999,,"1,27,46,55,45,493",13180,Boomers,1329116,35-54 years,108
Portugal,1999,male,5.21,Portugal1999,,"1,27,46,55,45,493",13180,Generation X,767148,25-34 years,40
Portugal,1999,female,4.09,Portugal1999,,"1,27,46,55,45,493",13180,Silent,1123838,55-74 years,46
Portugal,1999,male,2.73,Portugal1999,,"1,27,46,55,45,493",13180,Generation X,769488,15-24 years,21
Portugal,1999,female,1.68,Portugal1999,,"1,27,46,55,45,493",13180,Generation X,771565,25-34 years,13
Portugal,1999,female,1.63,Portugal1999,,"1,27,46,55,45,493",13180,Boomers,1407201,35-54 years,23
Portugal,1999,female,1.07,Portugal1999,,"1,27,46,55,45,493",13180,Generation X,748095,15-24 years,8
Portugal,1999,female,0.54,Portugal1999,,"1,27,46,55,45,493",13180,Millenials,560516,5-14 years,3
Portugal,1999,male,0.17,Portugal1999,,"1,27,46,55,45,493",13180,Millenials,588472,5-14 years,1
Portugal,2000,male,40.33,Portugal2000,0.782,"1,18,35,84,89,958",12152,G.I. Generation,260379,75+ years,105
Portugal,2000,male,15.02,Portugal2000,0.782,"1,18,35,84,89,958",12152,Silent,951836,55-74 years,143
Portugal,2000,male,7.46,Portugal2000,0.782,"1,18,35,84,89,958",12152,Boomers,1354391,35-54 years,101
Portugal,2000,female,7.22,Portugal2000,0.782,"1,18,35,84,89,958",12152,G.I. Generation,429204,75+ years,31
Portugal,2000,male,5.15,Portugal2000,0.782,"1,18,35,84,89,958",12152,Generation X,776214,25-34 years,40
Portugal,2000,male,3.7,Portugal2000,0.782,"1,18,35,84,89,958",12152,Generation X,756755,15-24 years,28
Portugal,2000,female,3.35,Portugal2000,0.782,"1,18,35,84,89,958",12152,Silent,1134765,55-74 years,38
Portugal,2000,female,1.54,Portugal2000,0.782,"1,18,35,84,89,958",12152,Boomers,1428612,35-54 years,22
Portugal,2000,female,1.16,Portugal2000,0.782,"1,18,35,84,89,958",12152,Generation X,778058,25-34 years,9
Portugal,2000,female,0.95,Portugal2000,0.782,"1,18,35,84,89,958",12152,Generation X,734617,15-24 years,7
Portugal,2000,female,0,Portugal2000,0.782,"1,18,35,84,89,958",12152,Millenials,553311,5-14 years,0
Portugal,2000,male,0,Portugal2000,0.782,"1,18,35,84,89,958",12152,Millenials,581943,5-14 years,0
Portugal,2001,male,48.8,Portugal2001,,"1,21,54,58,80,984",12391,Silent,270471,75+ years,132
Portugal,2001,male,18.6,Portugal2001,,"1,21,54,58,80,984",12391,Silent,962517,55-74 years,179
Portugal,2001,male,11.17,Portugal2001,,"1,21,54,58,80,984",12391,Generation X,788070,25-34 years,88
Portugal,2001,male,10.52,Portugal2001,,"1,21,54,58,80,984",12391,Boomers,1378448,35-54 years,145
Portugal,2001,female,9,Portugal2001,,"1,21,54,58,80,984",12391,Silent,444610,75+ years,40
Portugal,2001,female,5.67,Portugal2001,,"1,21,54,58,80,984",12391,Silent,1145478,55-74 years,65
Portugal,2001,male,5.54,Portugal2001,,"1,21,54,58,80,984",12391,Millenials,739952,15-24 years,41
Portugal,2001,female,3.31,Portugal2001,,"1,21,54,58,80,984",12391,Boomers,1448912,35-54 years,48
Portugal,2001,female,1.65,Portugal2001,,"1,21,54,58,80,984",12391,Generation X,787868,25-34 years,13
Portugal,2001,female,1.12,Portugal2001,,"1,21,54,58,80,984",12391,Millenials,717211,15-24 years,8
Portugal,2001,female,0.18,Portugal2001,,"1,21,54,58,80,984",12391,Millenials,547872,5-14 years,1
Portugal,2001,male,0.17,Portugal2001,,"1,21,54,58,80,984",12391,Millenials,578127,5-14 years,1
Portugal,2002,male,67.63,Portugal2002,,"1,34,22,86,97,534",13614,Silent,277989,75+ years,188
Portugal,2002,male,31.42,Portugal2002,,"1,34,22,86,97,534",13614,Silent,970633,55-74 years,305
Portugal,2002,male,20.3,Portugal2002,,"1,34,22,86,97,534",13614,Boomers,1398674,35-54 years,284
Portugal,2002,male,14.75,Portugal2002,,"1,34,22,86,97,534",13614,Generation X,799894,25-34 years,118
Portugal,2002,female,12.03,Portugal2002,,"1,34,22,86,97,534",13614,Silent,457011,75+ years,55
Portugal,2002,female,7.54,Portugal2002,,"1,34,22,86,97,534",13614,Silent,1154273,55-74 years,87
Portugal,2002,male,6.98,Portugal2002,,"1,34,22,86,97,534",13614,Millenials,716414,15-24 years,50
Portugal,2002,female,5.52,Portugal2002,,"1,34,22,86,97,534",13614,Boomers,1468439,35-54 years,81
Portugal,2002,female,3.5,Portugal2002,,"1,34,22,86,97,534",13614,Generation X,800649,25-34 years,28
Portugal,2002,female,1.44,Portugal2002,,"1,34,22,86,97,534",13614,Millenials,694535,15-24 years,10
Portugal,2002,female,0.37,Portugal2002,,"1,34,22,86,97,534",13614,Millenials,545281,5-14 years,2
Portugal,2002,male,0.35,Portugal2002,,"1,34,22,86,97,534",13614,Millenials,576040,5-14 years,2
Portugal,2003,male,69.22,Portugal2003,,"1,64,96,41,95,260",16671,Silent,284603,75+ years,197
Portugal,2003,male,29.26,Portugal2003,,"1,64,96,41,95,260",16671,Silent,980972,55-74 years,287
Portugal,2003,male,18.61,Portugal2003,,"1,64,96,41,95,260",16671,Boomers,1412952,35-54 years,263
Portugal,2003,male,12.79,Portugal2003,,"1,64,96,41,95,260",16671,Generation X,805301,25-34 years,103
Portugal,2003,female,12.39,Portugal2003,,"1,64,96,41,95,260",16671,Silent,468138,75+ years,58
Portugal,2003,female,8.66,Portugal2003,,"1,64,96,41,95,260",16671,Silent,1165788,55-74 years,101
Portugal,2003,male,5.62,Portugal2003,,"1,64,96,41,95,260",16671,Millenials,693733,15-24 years,39
Portugal,2003,female,4.45,Portugal2003,,"1,64,96,41,95,260",16671,Boomers,1483262,35-54 years,66
Portugal,2003,female,3.83,Portugal2003,,"1,64,96,41,95,260",16671,Generation X,809290,25-34 years,31
Portugal,2003,female,1.63,Portugal2003,,"1,64,96,41,95,260",16671,Millenials,672993,15-24 years,11
Portugal,2003,female,0,Portugal2003,,"1,64,96,41,95,260",16671,Millenials,544037,5-14 years,0
Portugal,2003,male,0,Portugal2003,,"1,64,96,41,95,260",16671,Millenials,573940,5-14 years,0
Portugal,2007,male,62.88,Portugal2007,,"2,40,16,93,36,162",24003,Silent,321263,75+ years,202
Portugal,2007,male,23.84,Portugal2007,,"2,40,16,93,36,162",24003,Silent,1027686,55-74 years,245
Portugal,2007,male,14.18,Portugal2007,,"2,40,16,93,36,162",24003,Boomers,1460075,35-54 years,207
Portugal,2007,female,11.79,Portugal2007,,"2,40,16,93,36,162",24003,Silent,525914,75+ years,62
Portugal,2007,male,9.02,Portugal2007,,"2,40,16,93,36,162",24003,Generation X,786823,25-34 years,71
Portugal,2007,female,8.34,Portugal2007,,"2,40,16,93,36,162",24003,Silent,1211662,55-74 years,101
Portugal,2007,female,4.88,Portugal2007,,"2,40,16,93,36,162",24003,Boomers,1535559,35-54 years,75
Portugal,2007,male,4.17,Portugal2007,,"2,40,16,93,36,162",24003,Millenials,623691,15-24 years,26
Portugal,2007,female,2.25,Portugal2007,,"2,40,16,93,36,162",24003,Generation X,799081,25-34 years,18
Portugal,2007,female,1.83,Portugal2007,,"2,40,16,93,36,162",24003,Millenials,600807,15-24 years,11
Portugal,2007,female,0.37,Portugal2007,,"2,40,16,93,36,162",24003,Generation Z,541722,5-14 years,2
Portugal,2007,male,0,Portugal2007,,"2,40,16,93,36,162",24003,Generation Z,571430,5-14 years,0
Portugal,2008,male,59.72,Portugal2008,,"2,62,00,75,90,450",26121,Silent,331536,75+ years,198
Portugal,2008,male,24.64,Portugal2008,,"2,62,00,75,90,450",26121,Silent,1038777,55-74 years,256
Portugal,2008,male,16,Portugal2008,,"2,62,00,75,90,450",26121,Boomers,1474833,35-54 years,236
Portugal,2008,female,10.7,Portugal2008,,"2,62,00,75,90,450",26121,Silent,542185,75+ years,58
Portugal,2008,male,9.71,Portugal2008,,"2,62,00,75,90,450",26121,Generation X,772208,25-34 years,75
Portugal,2008,female,8.01,Portugal2008,,"2,62,00,75,90,450",26121,Silent,1222971,55-74 years,98
Portugal,2008,male,4.42,Portugal2008,,"2,62,00,75,90,450",26121,Millenials,610336,15-24 years,27
Portugal,2008,female,4.12,Portugal2008,,"2,62,00,75,90,450",26121,Boomers,1552092,35-54 years,64
Portugal,2008,female,2.16,Portugal2008,,"2,62,00,75,90,450",26121,Generation X,786674,25-34 years,17
Portugal,2008,female,1.19,Portugal2008,,"2,62,00,75,90,450",26121,Millenials,589161,15-24 years,7
Portugal,2008,male,0.35,Portugal2008,,"2,62,00,75,90,450",26121,Generation Z,569683,5-14 years,2
Portugal,2008,female,0,Portugal2008,,"2,62,00,75,90,450",26121,Generation Z,540184,5-14 years,0
Portugal,2009,male,59.22,Portugal2009,,"2,43,74,57,48,819",24254,Silent,341119,75+ years,202
Portugal,2009,male,23.79,Portugal2009,,"2,43,74,57,48,819",24254,Silent,1050939,55-74 years,250
Portugal,2009,male,15.77,Portugal2009,,"2,43,74,57,48,819",24254,Boomers,1490036,35-54 years,235
Portugal,2009,female,10.4,Portugal2009,,"2,43,74,57,48,819",24254,Silent,557541,75+ years,58
Portugal,2009,male,9.83,Portugal2009,,"2,43,74,57,48,819",24254,Generation X,752496,25-34 years,74
Portugal,2009,male,6.86,Portugal2009,,"2,43,74,57,48,819",24254,Millenials,597960,15-24 years,41
Portugal,2009,female,5.99,Portugal2009,,"2,43,74,57,48,819",24254,Silent,1234820,55-74 years,74
Portugal,2009,female,4.2,Portugal2009,,"2,43,74,57,48,819",24254,Boomers,1570466,35-54 years,66
Portugal,2009,female,2.08,Portugal2009,,"2,43,74,57,48,819",24254,Generation X,769405,25-34 years,16
Portugal,2009,female,1.38,Portugal2009,,"2,43,74,57,48,819",24254,Millenials,578987,15-24 years,8
Portugal,2009,male,0.18,Portugal2009,,"2,43,74,57,48,819",24254,Generation Z,567117,5-14 years,1
Portugal,2009,female,0,Portugal2009,,"2,43,74,57,48,819",24254,Generation Z,539032,5-14 years,0
Portugal,2010,male,66.12,Portugal2010,0.819,"2,38,30,34,43,425",23673,Silent,352383,75+ years,233
Portugal,2010,male,24.16,Portugal2010,0.819,"2,38,30,34,43,425",23673,Silent,1063945,55-74 years,257
Portugal,2010,male,17.14,Portugal2010,0.819,"2,38,30,34,43,425",23673,Generation X,1505279,35-54 years,258
Portugal,2010,female,11.1,Portugal2010,0.819,"2,38,30,34,43,425",23673,Silent,576570,75+ years,64
Portugal,2010,male,7.98,Portugal2010,0.819,"2,38,30,34,43,425",23673,Generation X,726634,25-34 years,58
Portugal,2010,female,7.13,Portugal2010,0.819,"2,38,30,34,43,425",23673,Silent,1247958,55-74 years,89
Portugal,2010,male,4.59,Portugal2010,0.819,"2,38,30,34,43,425",23673,Millenials,587910,15-24 years,27
Portugal,2010,female,4.53,Portugal2010,0.819,"2,38,30,34,43,425",23673,Generation X,1588670,35-54 years,72
Portugal,2010,female,3.62,Portugal2010,0.819,"2,38,30,34,43,425",23673,Generation X,746475,25-34 years,27
Portugal,2010,female,2.1,Portugal2010,0.819,"2,38,30,34,43,425",23673,Millenials,570703,15-24 years,12
Portugal,2010,female,0.19,Portugal2010,0.819,"2,38,30,34,43,425",23673,Generation Z,536374,5-14 years,1
Portugal,2010,male,0.18,Portugal2010,0.819,"2,38,30,34,43,425",23673,Generation Z,563727,5-14 years,1
Portugal,2011,male,51.82,Portugal2011,0.825,"2,44,89,51,01,712",24337,Silent,364718,75+ years,189
Portugal,2011,male,25.21,Portugal2011,0.825,"2,44,89,51,01,712",24337,Boomers,1074797,55-74 years,271
Portugal,2011,male,16.71,Portugal2011,0.825,"2,44,89,51,01,712",24337,Generation X,1514441,35-54 years,253
Portugal,2011,male,9.19,Portugal2011,0.825,"2,44,89,51,01,712",24337,Millenials,696595,25-34 years,64
Portugal,2011,female,7.21,Portugal2011,0.825,"2,44,89,51,01,712",24337,Silent,596657,75+ years,43
Portugal,2011,female,6.36,Portugal2011,0.825,"2,44,89,51,01,712",24337,Boomers,1258617,55-74 years,80
Portugal,2011,female,4.74,Portugal2011,0.825,"2,44,89,51,01,712",24337,Generation X,1603401,35-54 years,76
Portugal,2011,male,2.58,Portugal2011,0.825,"2,44,89,51,01,712",24337,Millenials,580769,15-24 years,15
Portugal,2011,female,2.09,Portugal2011,0.825,"2,44,89,51,01,712",24337,Millenials,719014,25-34 years,15
Portugal,2011,female,1.59,Portugal2011,0.825,"2,44,89,51,01,712",24337,Millenials,564521,15-24 years,9
Portugal,2011,male,0.36,Portugal2011,0.825,"2,44,89,51,01,712",24337,Generation Z,558039,5-14 years,2
Portugal,2011,female,0,Portugal2011,0.825,"2,44,89,51,01,712",24337,Generation Z,531246,5-14 years,0
Portugal,2012,male,59.61,Portugal2012,0.827,"2,16,36,81,78,659",21573,Silent,374103,75+ years,223
Portugal,2012,male,24.88,Portugal2012,0.827,"2,16,36,81,78,659",21573,Boomers,1085321,55-74 years,270
Portugal,2012,male,18.48,Portugal2012,0.827,"2,16,36,81,78,659",21573,Generation X,1515053,35-54 years,280
Portugal,2012,female,10.15,Portugal2012,0.827,"2,16,36,81,78,659",21573,Silent,610698,75+ years,62
Portugal,2012,male,8.86,Portugal2012,0.827,"2,16,36,81,78,659",21573,Millenials,665893,25-34 years,59
Portugal,2012,female,6.62,Portugal2012,0.827,"2,16,36,81,78,659",21573,Boomers,1268923,55-74 years,84
Portugal,2012,male,4.53,Portugal2012,0.827,"2,16,36,81,78,659",21573,Millenials,573583,15-24 years,26
Portugal,2012,female,3.35,Portugal2012,0.827,"2,16,36,81,78,659",21573,Generation X,1613054,35-54 years,54
Portugal,2012,female,1.43,Portugal2012,0.827,"2,16,36,81,78,659",21573,Millenials,557669,15-24 years,8
Portugal,2012,female,1.31,Portugal2012,0.827,"2,16,36,81,78,659",21573,Millenials,689005,25-34 years,9
Portugal,2012,male,0.18,Portugal2012,0.827,"2,16,36,81,78,659",21573,Generation Z,551120,5-14 years,1
Portugal,2012,female,0,Portugal2012,0.827,"2,16,36,81,78,659",21573,Generation Z,524974,5-14 years,0
Portugal,2013,male,53.17,Portugal2013,0.828,"2,26,07,34,92,966",22641,Silent,381802,75+ years,203
Portugal,2013,male,25.09,Portugal2013,0.828,"2,26,07,34,92,966",22641,Boomers,1096265,55-74 years,275
Portugal,2013,male,16.66,Portugal2013,0.828,"2,26,07,34,92,966",22641,Generation X,1507001,35-54 years,251
Portugal,2013,male,9.71,Portugal2013,0.828,"2,26,07,34,92,966",22641,Millenials,638768,25-34 years,62
Portugal,2013,female,9.32,Portugal2013,0.828,"2,26,07,34,92,966",22641,Silent,622105,75+ years,58
Portugal,2013,female,7.41,Portugal2013,0.828,"2,26,07,34,92,966",22641,Boomers,1281422,55-74 years,95
Portugal,2013,female,3.9,Portugal2013,0.828,"2,26,07,34,92,966",22641,Generation X,1615851,35-54 years,63
Portugal,2013,male,3.53,Portugal2013,0.828,"2,26,07,34,92,966",22641,Millenials,566585,15-24 years,20
Portugal,2013,female,3.03,Portugal2013,0.828,"2,26,07,34,92,966",22641,Millenials,661074,25-34 years,20
Portugal,2013,female,0.91,Portugal2013,0.828,"2,26,07,34,92,966",22641,Millenials,550397,15-24 years,5
Portugal,2013,female,0,Portugal2013,0.828,"2,26,07,34,92,966",22641,Generation Z,518597,5-14 years,0
Portugal,2013,male,0,Portugal2013,0.828,"2,26,07,34,92,966",22641,Generation Z,545207,5-14 years,0
Portugal,2014,male,62.59,Portugal2014,0.83,"2,29,62,98,22,122",23091,Silent,389841,75+ years,244
Portugal,2014,male,26.11,Portugal2014,0.83,"2,29,62,98,22,122",23091,Boomers,1106750,55-74 years,289
Portugal,2014,male,19.97,Portugal2014,0.83,"2,29,62,98,22,122",23091,Generation X,1492604,35-54 years,298
Portugal,2014,female,10.57,Portugal2014,0.83,"2,29,62,98,22,122",23091,Silent,633908,75+ years,67
